model,world,base,arm,view,tier_pred,expect_band,max_prob,mean_prob,top_cell,top_band,top_sector,band_hit,fired,n_fired,A1,A2,A3a,A3b,B1,B2,B3a,B3b,C1,C2,C3a,C3b,D1,D2,D3a,D3b,E1,E2,E3a,E3b
rgb_s43,gz_drop1,gz_drop1,hazard,rs_h0.125_d2,V,2,0.021162,0.006014,C3b,3b,C,0,0,0,0.000523,0.000796,0.002447,0.015904,0.000463,0.001116,0.007818,0.012758,0.000494,0.001038,0.013902,0.021162,0.000512,0.000762,0.003084,0.018663,0.000473,0.000655,0.003622,0.014097
rgb_s43,gz_drop1,gz_drop1,hazard,rs_h0.125_d5,V,3a,0.027079,0.007313,D3b,3b,D,0,0,0,0.000549,0.000842,0.002532,0.018944,0.0005,0.00116,0.008669,0.015325,0.000496,0.001069,0.015653,0.026026,0.000552,0.000781,0.003586,0.027079,0.000492,0.000718,0.003723,0.017557
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,extra_h0.3_d1.2,ctrl,1,0.044362,0.015689,C3b,3b,C,0,0,0,0.002994,0.005176,0.012642,0.034943,0.002166,0.0064,0.024862,0.035096,0.002355,0.005645,0.031901,0.044362,0.002331,0.004467,0.010263,0.037381,0.002401,0.003572,0.014672,0.030158
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d10,ctrl,3b,0.058875,0.018731,C3b,3b,C,1,0,0,0.00211,0.003436,0.009294,0.045952,0.001733,0.004504,0.02514,0.040975,0.001745,0.004102,0.041105,0.058875,0.001974,0.003267,0.014429,0.055299,0.001648,0.002744,0.012771,0.043515
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d2,ctrl,2,0.036354,0.012003,C3b,3b,C,0,0,0,0.001829,0.003017,0.007489,0.029052,0.001388,0.003797,0.018172,0.02738,0.001528,0.003271,0.026045,0.036354,0.001457,0.002609,0.007707,0.030794,0.001502,0.002216,0.009602,0.024855
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d5,ctrl,3a,0.091306,0.027892,C3b,3b,C,0,0,0,0.002566,0.004047,0.01271,0.069115,0.002287,0.005234,0.037668,0.064633,0.002306,0.004431,0.064467,0.091306,0.002678,0.004151,0.022611,0.077704,0.00199,0.002996,0.019093,0.06585
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d10,ctrl,3b,0.341831,0.134141,C3b,3b,C,1,0,0,0.020651,0.054964,0.113623,0.212912,0.017014,0.078,0.225346,0.226057,0.018187,0.062651,0.275685,0.341831,0.020953,0.060916,0.169582,0.260025,0.016605,0.044084,0.163134,0.300604
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d2,ctrl,2,0.056404,0.020883,C3b,3b,C,0,0,0,0.004019,0.006639,0.015967,0.045965,0.002997,0.008352,0.03184,0.047983,0.003131,0.007582,0.041559,0.056404,0.00285,0.006192,0.015246,0.051908,0.002976,0.005126,0.019018,0.041914
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d5,ctrl,3a,0.840783,0.405291,C3b,3b,C,0,1,8,0.055413,0.225124,0.45413,0.674029,0.065295,0.300843,0.603578,0.684897,0.062111,0.264674,0.691758,0.840783,0.093715,0.296289,0.564229,0.746902,0.053615,0.157894,0.462944,0.8076
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d2,ctrl,2,0.020459,0.005874,C3b,3b,C,0,0,0,0.000486,0.000736,0.002301,0.015823,0.000436,0.001047,0.00756,0.01246,0.000461,0.000958,0.013455,0.020459,0.000489,0.000713,0.00303,0.018578,0.00045,0.000609,0.00346,0.013962
rgb_s43,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d5,ctrl,3a,0.026318,0.007175,D3b,3b,D,0,0,0,0.000547,0.000829,0.002514,0.018506,0.000495,0.001131,0.008599,0.015021,0.000493,0.001051,0.015473,0.02544,0.000552,0.000768,0.003563,0.026318,0.000484,0.000706,0.003706,0.017294
rgb_s43,gz_drop2,gz_drop2,hazard,extra_h0.3_d1.2,V,1,0.366588,0.164719,C3a,3a,C,0,0,0,0.034819,0.059554,0.173242,0.213125,0.027213,0.081282,0.321162,0.269499,0.034668,0.053113,0.366588,0.337652,0.025536,0.07169,0.2546,0.28448,0.025872,0.052453,0.275633,0.332195
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d10,V,3b,0.070069,0.024752,C3b,3b,C,1,0,0,0.003198,0.004709,0.013388,0.057092,0.002569,0.006665,0.036958,0.051011,0.002649,0.005688,0.057305,0.070069,0.002875,0.004889,0.022005,0.066843,0.002363,0.004191,0.021209,0.059362
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d2,V,2,0.247436,0.099349,C3b,3b,C,0,0,0,0.017316,0.028412,0.080303,0.152,0.013989,0.042619,0.177752,0.192811,0.015594,0.028888,0.215645,0.247436,0.013068,0.03561,0.116757,0.205829,0.012232,0.025319,0.132509,0.232896
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d5,V,3a,0.072577,0.024806,C3b,3b,C,0,0,0,0.003171,0.004587,0.01347,0.05509,0.002646,0.006684,0.038117,0.052737,0.002721,0.005149,0.060494,0.072577,0.002869,0.004924,0.021108,0.064101,0.002386,0.003924,0.021585,0.05777
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d10,V,3b,0.210892,0.081158,C3b,3b,C,1,0,0,0.013874,0.027261,0.062182,0.145388,0.01043,0.039234,0.131945,0.151972,0.011272,0.030417,0.175386,0.210892,0.012018,0.030389,0.09592,0.163208,0.00983,0.022418,0.096619,0.182503
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d2,V,2,0.442894,0.177536,C3b,3b,C,0,0,0,0.023981,0.055893,0.195083,0.196656,0.021777,0.067764,0.321824,0.31756,0.035303,0.045183,0.402081,0.442894,0.021231,0.067302,0.298349,0.323113,0.025907,0.043537,0.296072,0.349218
rgb_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d5,V,3a,0.642741,0.279955,C3b,3b,C,0,1,4,0.045342,0.106668,0.2917,0.403763,0.043104,0.173699,0.442739,0.498551,0.047406,0.134264,0.506982,0.642741,0.048225,0.159278,0.390645,0.530103,0.033711,0.093879,0.393179,0.613128
rgb_s43,gz_drop2,gz_drop2,hazard,rs_h0.125_d2,V,2,0.028522,0.008735,C3b,3b,C,0,0,0,0.001064,0.001642,0.00449,0.021607,0.000906,0.00224,0.012273,0.018956,0.000947,0.002018,0.019534,0.028522,0.00098,0.001511,0.005595,0.024022,0.000928,0.00139,0.006464,0.019616
rgb_s43,gz_drop2,gz_drop2,hazard,rs_h0.125_d5,V,3a,0.022849,0.006297,C3b,3b,C,0,0,0,0.000538,0.000816,0.00238,0.015656,0.000481,0.001142,0.008123,0.013319,0.000476,0.001051,0.01404,0.022849,0.000538,0.000754,0.00325,0.020941,0.000487,0.000681,0.003594,0.014819
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,extra_h0.3_d1.2,ctrl,1,0.423184,0.188808,C3a,3a,C,0,0,0,0.036977,0.063091,0.202699,0.231967,0.030414,0.087215,0.372247,0.302141,0.038971,0.056177,0.423184,0.3887,0.028805,0.080244,0.309063,0.321428,0.029518,0.056187,0.334898,0.38223
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d10,ctrl,3b,0.070177,0.024734,C3b,3b,C,1,0,0,0.003077,0.004369,0.012867,0.058192,0.002551,0.006254,0.037157,0.050892,0.002585,0.005277,0.059018,0.070177,0.002826,0.004592,0.021839,0.065716,0.002328,0.003896,0.021086,0.059975
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d2,ctrl,2,0.25025,0.098457,C3b,3b,C,0,0,0,0.015235,0.024556,0.079393,0.149597,0.012863,0.035911,0.176621,0.189894,0.014717,0.024192,0.221094,0.25025,0.012248,0.031153,0.119696,0.208382,0.011377,0.021929,0.137644,0.232392
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d5,ctrl,3a,0.094217,0.032011,C3b,3b,C,0,0,0,0.004232,0.006402,0.019014,0.06397,0.003539,0.009483,0.049144,0.06935,0.003654,0.00706,0.074526,0.094217,0.003751,0.007378,0.02911,0.080267,0.003158,0.005604,0.030843,0.07551
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d10,ctrl,3b,0.263205,0.106236,C3b,3b,C,1,0,0,0.018978,0.036173,0.08541,0.177488,0.014528,0.054001,0.176107,0.194866,0.015254,0.040178,0.227236,0.263205,0.016234,0.042839,0.13237,0.206785,0.013398,0.031088,0.135663,0.242914
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d2,ctrl,2,0.608576,0.285524,C3b,3b,C,0,1,6,0.047245,0.108062,0.349219,0.304609,0.043072,0.134133,0.51675,0.472611,0.067855,0.084797,0.590738,0.608576,0.044865,0.140923,0.514986,0.475422,0.051193,0.088613,0.511291,0.555525
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d5,ctrl,3a,0.683624,0.314423,C3b,3b,C,0,1,6,0.054558,0.124398,0.341965,0.430996,0.051595,0.20155,0.502362,0.551025,0.055241,0.148393,0.564495,0.683624,0.059181,0.187127,0.464385,0.574885,0.040837,0.112229,0.468794,0.670817
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d2,ctrl,2,0.024386,0.006218,C3b,3b,C,0,0,0,0.000621,0.000999,0.002725,0.015013,0.000525,0.001293,0.007925,0.013416,0.00057,0.001228,0.012807,0.024386,0.000605,0.000874,0.00341,0.017544,0.000555,0.000772,0.003934,0.015151
rgb_s43,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d5,ctrl,3a,0.023851,0.006152,C3b,3b,C,0,0,0,0.000473,0.000698,0.00221,0.015598,0.000438,0.000971,0.007567,0.013237,0.000429,0.000889,0.012771,0.023851,0.00049,0.000647,0.003019,0.020628,0.000426,0.000608,0.003416,0.014673
rgb_s43,gz_drop3,gz_drop3,hazard,extra_h0.3_d1.2,H,1,0.998484,0.414031,A3b,3b,A,0,1,8,0.006068,0.005143,0.190815,0.998484,0.037706,0.004752,0.882022,0.993866,0.019409,0.005816,0.948644,0.992236,0.043688,0.005097,0.79305,0.990516,0.009791,0.004002,0.35702,0.992488
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d10,H,3b,0.059435,0.018939,C3b,3b,C,1,0,0,0.002105,0.003432,0.009304,0.046572,0.001717,0.004455,0.025122,0.041715,0.001746,0.004065,0.040809,0.059435,0.002002,0.00323,0.01446,0.057481,0.001645,0.002742,0.012638,0.044099
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d2,H,2,0.911937,0.282591,A3b,3b,A,0,1,6,0.003687,0.001776,0.042036,0.911937,0.010018,0.002157,0.40601,0.791066,0.005826,0.00274,0.72737,0.711098,0.00944,0.002271,0.380609,0.714646,0.004863,0.001378,0.105793,0.817109
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d5,H,3a,0.305724,0.093572,A3b,3b,A,0,0,0,0.003683,0.003998,0.026523,0.305724,0.004492,0.005561,0.110774,0.254512,0.004149,0.005274,0.202435,0.269896,0.004854,0.004737,0.085632,0.249114,0.002907,0.003084,0.046696,0.277395
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d10,H,3b,0.324293,0.125043,C3b,3b,C,1,0,0,0.019575,0.050443,0.105089,0.198078,0.015681,0.070339,0.210946,0.212386,0.016844,0.057544,0.25911,0.324293,0.019219,0.055526,0.156686,0.245547,0.015379,0.040173,0.15142,0.276581
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d2,H,2,0.986025,0.399502,A3b,3b,A,0,1,8,0.012379,0.008844,0.229856,0.986025,0.049648,0.012982,0.722368,0.975711,0.030498,0.014873,0.874391,0.931827,0.032437,0.011103,0.781788,0.916939,0.019461,0.006332,0.401109,0.97146
rgb_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d5,H,3a,0.828601,0.378226,C3b,3b,C,0,1,8,0.050585,0.160762,0.398934,0.671234,0.055937,0.229138,0.582602,0.681997,0.052778,0.200893,0.67415,0.828601,0.079142,0.228999,0.543505,0.734614,0.04385,0.111117,0.441404,0.794281
rgb_s43,gz_drop3,gz_drop3,hazard,rs_h0.125_d2,H,2,0.827917,0.213253,A3b,3b,A,0,1,6,0.001043,0.000586,0.013448,0.827917,0.002659,0.000918,0.236799,0.626016,0.001975,0.001303,0.51826,0.577156,0.002677,0.000726,0.157892,0.558634,0.001568,0.00058,0.042217,0.692695
rgb_s43,gz_drop3,gz_drop3,hazard,rs_h0.125_d5,H,3a,0.057912,0.01611,D3b,3b,D,0,0,0,0.000815,0.000996,0.004226,0.048231,0.000787,0.001355,0.017422,0.038432,0.000796,0.001357,0.032815,0.054149,0.000902,0.001009,0.00918,0.057912,0.000705,0.000872,0.00719,0.043054
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,extra_h0.3_d1.2,ctrl,1,0.998484,0.414031,A3b,3b,A,0,1,8,0.006068,0.005143,0.190815,0.998484,0.037706,0.004752,0.882022,0.993866,0.019409,0.005816,0.948644,0.992236,0.043688,0.005097,0.79305,0.990516,0.009791,0.004002,0.35702,0.992488
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d10,ctrl,3b,0.058922,0.018825,C3b,3b,C,1,0,0,0.002086,0.003401,0.009252,0.046319,0.001704,0.004419,0.024976,0.041383,0.001739,0.004024,0.040634,0.058922,0.001993,0.003199,0.014421,0.05709,0.001635,0.002719,0.012615,0.043962
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d2,ctrl,2,0.911938,0.282593,A3b,3b,A,0,1,6,0.003687,0.001776,0.042036,0.911938,0.010018,0.002157,0.406011,0.791074,0.005826,0.00274,0.727369,0.711103,0.00944,0.002271,0.380614,0.714652,0.004863,0.001378,0.105793,0.817111
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d5,ctrl,3a,0.303204,0.092827,A3b,3b,A,0,0,0,0.003679,0.004004,0.026395,0.303204,0.004476,0.005563,0.109956,0.25238,0.004141,0.005268,0.200884,0.267739,0.004835,0.004741,0.084932,0.247157,0.002905,0.003088,0.046404,0.274783
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d10,ctrl,3b,0.317163,0.122931,C3b,3b,C,1,0,0,0.018813,0.048629,0.102535,0.196466,0.015249,0.067997,0.207697,0.207826,0.016487,0.055539,0.256933,0.317163,0.018859,0.053475,0.155905,0.241289,0.01493,0.038855,0.149995,0.273968
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d2,ctrl,2,0.985986,0.399303,A3b,3b,A,0,1,8,0.012315,0.008805,0.22929,0.985986,0.049453,0.012923,0.72182,0.97564,0.030384,0.014807,0.874139,0.931665,0.032334,0.01105,0.781219,0.916735,0.019395,0.006303,0.400399,0.971404
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d5,ctrl,3a,0.827653,0.377436,C3b,3b,C,0,1,8,0.050188,0.160066,0.397744,0.670841,0.055615,0.228138,0.580857,0.681386,0.052587,0.199604,0.672954,0.827653,0.078746,0.227702,0.542629,0.733736,0.043629,0.110416,0.440598,0.793639
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d2,ctrl,2,0.827843,0.213217,A3b,3b,A,0,1,6,0.001043,0.000586,0.013446,0.827843,0.002658,0.000918,0.23674,0.625893,0.001974,0.001303,0.518172,0.577048,0.002677,0.000726,0.157844,0.55853,0.001568,0.00058,0.042206,0.692584
rgb_s43,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d5,ctrl,3a,0.057313,0.015927,D3b,3b,D,0,0,0,0.00081,0.000991,0.004193,0.04762,0.000781,0.001348,0.017272,0.037901,0.000789,0.001347,0.032529,0.053463,0.000896,0.001002,0.009075,0.057313,0.0007,0.000868,0.00713,0.042503
rgb_s43,gz_drop4,gz_drop4,hazard,extra_h0.3_d1.2,V,1,0.062181,0.024426,C3b,3b,C,0,0,0,0.006274,0.011162,0.024913,0.050269,0.003873,0.011696,0.042426,0.049347,0.004631,0.010772,0.054512,0.062181,0.004256,0.009788,0.017218,0.045967,0.004113,0.006823,0.025861,0.042445
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d10,E,3b,0.060117,0.019003,C3b,3b,C,1,0,0,0.002159,0.003507,0.009461,0.046089,0.001764,0.004595,0.025705,0.041589,0.001763,0.004187,0.041674,0.060117,0.002002,0.003337,0.014535,0.056251,0.001677,0.002799,0.01292,0.043935
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d2,V,2,0.086835,0.036397,C3b,3b,C,0,0,0,0.00764,0.01413,0.032325,0.071484,0.005872,0.018117,0.06343,0.073307,0.006274,0.014974,0.078034,0.086835,0.005784,0.013118,0.032481,0.074331,0.00568,0.010733,0.04295,0.070448
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d5,V,3a,0.091272,0.02771,C3b,3b,C,0,0,0,0.002558,0.004036,0.012849,0.068974,0.00225,0.005193,0.037343,0.064488,0.002267,0.004441,0.064026,0.091272,0.002635,0.004162,0.02215,0.076974,0.001982,0.002948,0.018481,0.065181
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d10,E,3b,0.339756,0.132992,C3b,3b,C,1,0,0,0.020764,0.054354,0.11435,0.209036,0.016836,0.077065,0.224827,0.222487,0.017877,0.061927,0.273848,0.339756,0.020617,0.060744,0.166112,0.258487,0.016534,0.043716,0.162876,0.297625
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d2,V,2,0.077862,0.033651,C3b,3b,C,0,0,0,0.008593,0.015746,0.033288,0.065553,0.006581,0.019565,0.055788,0.074042,0.006698,0.015516,0.061983,0.077862,0.005737,0.014826,0.030091,0.066643,0.006133,0.011796,0.039514,0.057067
rgb_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d5,V,3a,0.863148,0.448535,C3b,3b,C,0,1,10,0.073534,0.285087,0.523963,0.704939,0.08609,0.370461,0.666671,0.72593,0.079758,0.325901,0.730156,0.863148,0.11977,0.365413,0.630275,0.777235,0.070646,0.205685,0.535353,0.830691
rgb_s43,gz_drop4,gz_drop4,hazard,rs_h0.125_d2,V,2,0.022273,0.006528,C3b,3b,C,0,0,0,0.000565,0.000857,0.002782,0.017304,0.000499,0.00119,0.008653,0.013324,0.000511,0.00113,0.015432,0.022273,0.000544,0.000817,0.003435,0.020392,0.000509,0.00068,0.00381,0.015843
rgb_s43,gz_drop4,gz_drop4,hazard,rs_h0.125_d5,E,3a,0.026912,0.007304,D3b,3b,D,0,0,0,0.000555,0.000842,0.002564,0.018969,0.0005,0.001153,0.008713,0.01531,0.000499,0.00107,0.015719,0.025826,0.000556,0.000787,0.003594,0.026912,0.000491,0.000716,0.003716,0.017587
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,extra_h0.3_d1.2,ctrl,1,0.041414,0.014653,C3b,3b,C,0,0,0,0.00301,0.004672,0.011716,0.034803,0.00196,0.005262,0.022914,0.031334,0.002313,0.005107,0.032299,0.041414,0.002145,0.004134,0.009007,0.034714,0.002106,0.00333,0.012688,0.028127
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d10,ctrl,3b,0.058599,0.018696,C3b,3b,C,1,0,0,0.002101,0.003405,0.009268,0.045865,0.00173,0.004478,0.025177,0.040757,0.001738,0.004074,0.041197,0.058599,0.001973,0.003242,0.014456,0.05523,0.001642,0.002729,0.012795,0.04347
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d2,ctrl,2,0.055395,0.021634,C3b,3b,C,0,0,0,0.00446,0.007428,0.017836,0.04694,0.003264,0.009374,0.036403,0.047138,0.003507,0.007924,0.045536,0.055395,0.003435,0.006649,0.016909,0.047262,0.00343,0.005525,0.023147,0.041122
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d5,ctrl,3a,0.088926,0.02715,C3b,3b,C,0,0,0,0.002462,0.003855,0.012337,0.068333,0.002176,0.004996,0.03637,0.062904,0.002205,0.004246,0.063267,0.088926,0.002567,0.003974,0.021707,0.075422,0.001912,0.002833,0.018009,0.064499
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d10,ctrl,3b,0.33321,0.131049,C3b,3b,C,1,0,0,0.020046,0.052653,0.111607,0.208463,0.016416,0.074503,0.221555,0.218735,0.017554,0.060027,0.272294,0.33321,0.020339,0.058676,0.165441,0.254757,0.016087,0.042354,0.161187,0.295075
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d2,ctrl,2,0.047805,0.017195,C3b,3b,C,0,0,0,0.00283,0.004902,0.011508,0.039961,0.002349,0.006418,0.025975,0.038591,0.002394,0.005524,0.034965,0.047805,0.002204,0.004567,0.012666,0.044516,0.00225,0.003968,0.015216,0.035292
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d5,ctrl,3a,0.842331,0.406695,C3b,3b,C,0,1,8,0.056307,0.228635,0.452507,0.671406,0.066512,0.305744,0.607925,0.686884,0.063952,0.268309,0.691115,0.842331,0.09553,0.298717,0.567275,0.746292,0.055331,0.160533,0.462649,0.805948
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d2,ctrl,2,0.022114,0.006542,C3b,3b,C,0,0,0,0.000558,0.000836,0.002737,0.017591,0.00049,0.00117,0.008654,0.013279,0.000505,0.001098,0.015675,0.022114,0.00054,0.000798,0.003452,0.020423,0.000502,0.000669,0.003773,0.015973
rgb_s43,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d5,ctrl,3a,0.026569,0.007228,D3b,3b,D,0,0,0,0.000548,0.000828,0.002534,0.018847,0.000495,0.001136,0.008616,0.015118,0.000495,0.001052,0.015587,0.025497,0.000552,0.000775,0.003573,0.026569,0.000485,0.000708,0.003696,0.017442
rgb_s44,gz_drop1,gz_drop1,hazard,extra_h0.3_d1.2,V,1,0.670756,0.178549,D3b,3b,D,0,1,2,0.02292,0.045458,0.19151,0.111971,0.004289,0.082686,0.145773,0.337892,0.008747,0.02662,0.22613,0.492243,0.010801,0.041956,0.185108,0.670756,0.042016,0.047685,0.284982,0.591445
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d10,V,3b,0.640948,0.3304,D3b,3b,D,1,1,4,0.098278,0.153166,0.453273,0.314477,0.02224,0.519674,0.416286,0.409177,0.050986,0.370258,0.397093,0.499441,0.052235,0.565024,0.441971,0.640948,0.166294,0.236265,0.295853,0.505059
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d2,V,2,0.0139,0.002974,D3b,3b,D,0,0,0,0.001475,0.000741,0.001284,0.00085,0.000215,0.002421,0.001639,0.002389,0.000994,0.001837,0.002222,0.007686,0.001264,0.001594,0.004602,0.0139,0.006954,0.001096,0.002232,0.004081
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d5,V,3a,0.234833,0.067771,D3a,3a,D,1,0,0,0.01392,0.02065,0.02642,0.016549,0.002022,0.075273,0.04842,0.049623,0.007387,0.063734,0.06691,0.126225,0.00613,0.07073,0.234833,0.233914,0.036032,0.039012,0.085104,0.132533
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d10,V,3b,0.392658,0.086663,C3b,3b,C,1,0,0,0.011937,0.022297,0.046011,0.117821,0.002229,0.044066,0.05492,0.266683,0.007237,0.024274,0.037528,0.392658,0.006216,0.033698,0.047267,0.387092,0.032404,0.023022,0.021509,0.154396
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d2,V,2,0.091086,0.018738,E1,1,E,0,0,0,0.027485,0.008608,0.006112,0.014302,0.005051,0.029145,0.003541,0.011029,0.019843,0.01846,0.006545,0.008864,0.020245,0.02107,0.007411,0.033678,0.091086,0.013053,0.005359,0.023883
rgb_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d5,V,3a,0.067597,0.01119,D3b,3b,D,0,0,0,0.000702,0.001999,0.002019,0.000527,0.000104,0.004876,0.006332,0.002686,0.000901,0.006357,0.014749,0.019181,0.000656,0.00247,0.060079,0.067597,0.005617,0.003117,0.003241,0.020584
rgb_s44,gz_drop1,gz_drop1,hazard,rs_h0.125_d2,V,2,0.10007,0.053132,A3a,3a,A,0,0,0,0.033035,0.02754,0.10007,0.065022,0.006658,0.090755,0.090324,0.067112,0.014463,0.05215,0.053252,0.034472,0.025069,0.075635,0.054888,0.075137,0.056873,0.030512,0.041594,0.068076
rgb_s44,gz_drop1,gz_drop1,hazard,rs_h0.125_d5,V,3a,0.121342,0.044969,B2,2,B,0,0,0,0.033935,0.021983,0.051896,0.036619,0.005872,0.121342,0.041998,0.045187,0.018475,0.074607,0.024667,0.034117,0.020918,0.0965,0.040025,0.063742,0.074001,0.031471,0.023003,0.039028
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,extra_h0.3_d1.2,ctrl,1,0.25642,0.091964,C3b,3b,C,0,0,0,0.036962,0.02922,0.144868,0.112368,0.007255,0.047852,0.097636,0.244499,0.010795,0.01404,0.131841,0.25642,0.020603,0.027574,0.054746,0.25451,0.054529,0.019415,0.122075,0.152082
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d10,ctrl,3b,0.650574,0.335616,D3b,3b,D,1,1,4,0.100573,0.158457,0.452331,0.332971,0.023304,0.525274,0.417285,0.418774,0.054654,0.376896,0.397204,0.49775,0.054635,0.573879,0.446573,0.650574,0.169061,0.244783,0.292438,0.5249
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d2,ctrl,2,0.018464,0.006236,E1,1,E,0,0,0,0.006217,0.002314,0.006158,0.005136,0.001364,0.007043,0.006093,0.005568,0.00407,0.003798,0.007112,0.003915,0.006996,0.005259,0.008699,0.009809,0.018464,0.00264,0.006084,0.007971
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d5,ctrl,3a,0.198648,0.055565,D3a,3a,D,1,0,0,0.013483,0.017288,0.024731,0.013366,0.001904,0.062934,0.047876,0.041668,0.007009,0.053834,0.064359,0.098404,0.006344,0.057291,0.198648,0.175787,0.035233,0.030647,0.06977,0.09073
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d10,ctrl,3b,0.259833,0.080957,D3b,3b,D,1,0,0,0.026194,0.033046,0.09655,0.087181,0.004878,0.079057,0.103294,0.172252,0.016095,0.044427,0.061289,0.216452,0.01493,0.059781,0.08245,0.259833,0.063703,0.035914,0.041308,0.120498
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d2,ctrl,2,0.046297,0.011639,E1,1,E,0,0,0,0.013562,0.004247,0.007138,0.01488,0.002328,0.00817,0.005629,0.014278,0.011187,0.006965,0.007924,0.011874,0.011445,0.007292,0.007208,0.029756,0.046297,0.003822,0.004485,0.014294
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d5,ctrl,3a,0.158778,0.023681,D3b,3b,D,0,0,0,0.001114,0.003686,0.007844,0.001626,0.00014,0.005129,0.01845,0.010227,0.001148,0.005578,0.03532,0.044222,0.000894,0.002679,0.098485,0.158778,0.006829,0.004083,0.011673,0.055722
