model,world,base,arm,view,tier_pred,expect_band,max_prob,mean_prob,top_cell,top_band,top_sector,band_hit,fired,n_fired,A1,A2,A3a,A3b,B1,B2,B3a,B3b,C1,C2,C3a,C3b,D1,D2,D3a,D3b,E1,E2,E3a,E3b
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,extra_h0.3_d1.2,ctrl,1,0.717403,0.348137,E3b,3b,E,0,1,8,0.056829,0.213556,0.285524,0.56537,0.040886,0.246599,0.569869,0.611475,0.05589,0.196181,0.702528,0.611784,0.043419,0.293166,0.57816,0.706152,0.081433,0.143894,0.242627,0.717403
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d10,ctrl,3b,0.68906,0.325865,C3b,3b,C,1,1,5,0.04644,0.256236,0.387221,0.544141,0.090003,0.214562,0.381605,0.575033,0.137928,0.345906,0.573647,0.68906,0.050724,0.243051,0.562528,0.46117,0.172559,0.175445,0.298757,0.311286
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d2,ctrl,2,0.732344,0.309346,E3b,3b,E,0,1,4,0.058202,0.197887,0.406217,0.432463,0.037184,0.192821,0.613417,0.434678,0.02989,0.161452,0.631336,0.48664,0.02548,0.494388,0.34602,0.521838,0.052405,0.081123,0.251133,0.732344
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d5,ctrl,3a,0.5974,0.273491,C3b,3b,C,0,1,4,0.034811,0.303558,0.296376,0.295831,0.045745,0.151512,0.420919,0.553412,0.048467,0.197943,0.537681,0.5974,0.058526,0.276608,0.419923,0.506583,0.093494,0.224106,0.191439,0.21549
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d10,ctrl,3b,0.7815,0.352905,C3b,3b,C,1,1,6,0.045271,0.229975,0.353906,0.594804,0.113287,0.222547,0.431006,0.721265,0.087752,0.411077,0.58684,0.7815,0.044348,0.299744,0.567449,0.544659,0.189636,0.186579,0.321279,0.325174
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d2,ctrl,2,0.760235,0.408767,C3a,3a,C,0,1,7,0.058916,0.519624,0.414213,0.481607,0.071797,0.403659,0.697829,0.456733,0.060388,0.460593,0.760235,0.544296,0.067759,0.488603,0.755424,0.590375,0.189469,0.234017,0.380203,0.539595
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d5,ctrl,3a,0.894832,0.50413,C3b,3b,C,0,1,10,0.098506,0.546753,0.465375,0.615765,0.146498,0.578481,0.839456,0.771938,0.086086,0.469489,0.814456,0.894832,0.1772,0.607288,0.713947,0.758845,0.224794,0.445697,0.385623,0.441575
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d2,ctrl,2,0.414731,0.134662,C3b,3b,C,0,0,0,0.008956,0.083171,0.10493,0.218019,0.012415,0.040013,0.102085,0.268804,0.01396,0.062802,0.295895,0.414731,0.013282,0.101277,0.152476,0.339804,0.030098,0.066659,0.118869,0.245002
b2_s43,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d5,ctrl,3a,0.613436,0.333065,B3b,3b,B,0,1,4,0.054423,0.497915,0.364133,0.30818,0.06142,0.247025,0.377495,0.613436,0.103687,0.370999,0.528696,0.584822,0.099884,0.409116,0.509913,0.354044,0.182869,0.330022,0.336677,0.326546
b2_s43,gz_drop2,gz_drop2,hazard,extra_h0.3_d1.2,V,1,0.542366,0.162221,C3b,3b,C,0,1,1,0.02794,0.108642,0.154548,0.330277,0.026323,0.0479,0.073239,0.464595,0.021896,0.051928,0.223217,0.542366,0.014884,0.074667,0.151873,0.49388,0.016225,0.048708,0.076937,0.294369
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d10,V,3b,0.693021,0.32388,C3b,3b,C,1,1,4,0.042355,0.296854,0.337963,0.478422,0.086827,0.233399,0.334959,0.652725,0.115896,0.24669,0.548285,0.693021,0.069457,0.288929,0.546251,0.485214,0.152514,0.168616,0.370811,0.328407
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d2,V,2,0.557805,0.164351,D3b,3b,D,0,1,2,0.031898,0.115717,0.148213,0.317866,0.023107,0.074223,0.115127,0.404621,0.026657,0.057882,0.166358,0.535848,0.017755,0.092804,0.186647,0.557805,0.022218,0.06661,0.083047,0.24262
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.3_d5,V,3a,0.645805,0.313903,B3b,3b,B,0,1,5,0.055598,0.37386,0.313603,0.388749,0.088798,0.251657,0.42018,0.645805,0.070813,0.218814,0.531261,0.577983,0.07392,0.331917,0.503203,0.546514,0.103869,0.282529,0.194822,0.304171
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d10,V,3b,0.766279,0.368679,C3b,3b,C,1,1,5,0.074409,0.266924,0.371678,0.494104,0.114034,0.329648,0.482551,0.72973,0.106276,0.413551,0.603646,0.766279,0.056279,0.314633,0.5983,0.508565,0.1653,0.234416,0.39751,0.345737
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d2,V,2,0.73576,0.29758,D3b,3b,D,0,1,3,0.062698,0.338877,0.204099,0.469646,0.051875,0.184505,0.370658,0.716983,0.065507,0.154229,0.488712,0.659706,0.042391,0.219264,0.426095,0.73576,0.058194,0.195039,0.105297,0.402058
b2_s43,gz_drop2,gz_drop2,hazard,preset_h0.9_d5,V,3a,0.843452,0.490804,C3b,3b,C,0,1,11,0.147005,0.542486,0.51683,0.546447,0.175386,0.506528,0.761883,0.764485,0.13142,0.442417,0.735883,0.843452,0.161087,0.587962,0.673319,0.740765,0.195945,0.493473,0.374966,0.47435
b2_s43,gz_drop2,gz_drop2,hazard,rs_h0.125_d2,V,2,0.554521,0.151226,D3b,3b,D,0,1,1,0.027526,0.087189,0.139925,0.296174,0.021781,0.042273,0.084438,0.409869,0.017845,0.048211,0.159655,0.439762,0.013838,0.085144,0.152844,0.554521,0.019379,0.049145,0.081932,0.293066
b2_s43,gz_drop2,gz_drop2,hazard,rs_h0.125_d5,V,3a,0.627079,0.283369,B3b,3b,B,0,1,2,0.04883,0.38392,0.289375,0.309216,0.056636,0.198169,0.281792,0.627079,0.073215,0.218067,0.397002,0.554189,0.055778,0.29646,0.413577,0.476039,0.126552,0.265261,0.233663,0.362559
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,extra_h0.3_d1.2,ctrl,1,0.612218,0.181943,C3b,3b,C,0,1,3,0.027643,0.123388,0.160949,0.338109,0.032,0.05042,0.100642,0.513325,0.021386,0.060863,0.260754,0.612218,0.013897,0.079698,0.16969,0.558241,0.019021,0.04774,0.07517,0.373707
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d10,ctrl,3b,0.699029,0.332759,C3b,3b,C,1,1,4,0.039581,0.300676,0.343614,0.479555,0.102244,0.246629,0.397004,0.62274,0.117096,0.288152,0.557368,0.699029,0.075673,0.279266,0.584457,0.494689,0.151211,0.19144,0.394206,0.290546
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d2,ctrl,2,0.534729,0.162828,C3b,3b,C,0,1,2,0.027989,0.126282,0.126586,0.296862,0.021836,0.060666,0.124137,0.410939,0.023107,0.071719,0.172036,0.534729,0.018439,0.089767,0.173531,0.524881,0.022656,0.058466,0.097268,0.274659
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d5,ctrl,3a,0.649725,0.311904,B3b,3b,B,0,1,4,0.045112,0.377135,0.32047,0.382105,0.084003,0.203546,0.419055,0.649725,0.06401,0.276712,0.501762,0.548268,0.09115,0.32178,0.478187,0.548364,0.107241,0.3192,0.211633,0.288629
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d10,ctrl,3b,0.744148,0.348621,C3b,3b,C,1,1,4,0.054817,0.275764,0.343178,0.424921,0.122132,0.290512,0.45154,0.729981,0.096139,0.42474,0.580083,0.744148,0.054139,0.329101,0.534076,0.484658,0.15564,0.216844,0.35192,0.308081
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d2,ctrl,2,0.795267,0.32349,D3b,3b,D,0,1,5,0.058357,0.351336,0.246637,0.506943,0.067232,0.222898,0.414395,0.744621,0.07229,0.14809,0.564091,0.690944,0.052269,0.238155,0.4455,0.795267,0.061599,0.21681,0.116467,0.455894
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d5,ctrl,3a,0.848909,0.481677,C3b,3b,C,0,1,10,0.128225,0.522008,0.478246,0.529403,0.179385,0.508039,0.753624,0.751891,0.144499,0.446979,0.720695,0.848909,0.170718,0.572767,0.656276,0.723609,0.194227,0.435997,0.378883,0.489168
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d2,ctrl,2,0.511114,0.132206,D3b,3b,D,0,1,1,0.02416,0.0933,0.109032,0.246428,0.018074,0.028452,0.062616,0.341665,0.017082,0.053509,0.116577,0.420812,0.014671,0.070945,0.122625,0.511114,0.021595,0.048055,0.06863,0.254769
b2_s43,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d5,ctrl,3a,0.58843,0.284775,B3b,3b,B,0,1,2,0.038852,0.40097,0.283631,0.330472,0.064082,0.194212,0.303202,0.58843,0.06854,0.231685,0.379679,0.573767,0.064859,0.293167,0.42156,0.496379,0.119871,0.259303,0.247749,0.335099
b2_s43,gz_drop3,gz_drop3,hazard,extra_h0.3_d1.2,H,1,0.841625,0.348915,D3b,3b,D,0,1,7,0.053177,0.283982,0.253496,0.538755,0.059992,0.240424,0.539756,0.649307,0.052823,0.287493,0.603664,0.697646,0.010179,0.223949,0.741017,0.841625,0.095636,0.203606,0.121564,0.480199
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d10,H,3b,0.73008,0.337622,C3b,3b,C,1,1,6,0.06066,0.255558,0.389044,0.634796,0.08608,0.176701,0.291512,0.650277,0.10457,0.29495,0.6074,0.73008,0.040729,0.316866,0.531919,0.5878,0.176272,0.123678,0.307134,0.386411
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d2,H,2,0.602953,0.278017,B3a,3a,B,0,1,4,0.052806,0.227793,0.318416,0.448525,0.026729,0.164053,0.602953,0.557967,0.03454,0.183608,0.541784,0.474584,0.019233,0.213535,0.563678,0.345031,0.066746,0.154789,0.138679,0.424883
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.3_d5,H,3a,0.803239,0.358402,C3b,3b,C,0,1,6,0.082167,0.352064,0.29752,0.466065,0.091211,0.244455,0.51357,0.69995,0.081568,0.210729,0.587846,0.803239,0.035198,0.389292,0.556906,0.74035,0.197106,0.258599,0.150411,0.409784
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d10,H,3b,0.79687,0.361179,C3b,3b,C,1,1,6,0.059102,0.289386,0.333878,0.576213,0.089912,0.172603,0.337924,0.764091,0.071265,0.414918,0.630947,0.79687,0.039297,0.430033,0.515437,0.66053,0.195126,0.195169,0.344424,0.306448
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d2,H,2,0.671082,0.310248,B3a,3a,B,0,1,5,0.068886,0.354015,0.243154,0.465356,0.041771,0.306144,0.671082,0.431281,0.050145,0.257437,0.517998,0.508971,0.020408,0.200274,0.517733,0.447791,0.08663,0.174638,0.221717,0.619524
b2_s43,gz_drop3,gz_drop3,hazard,preset_h0.9_d5,H,3a,0.961244,0.564528,C3b,3b,C,0,1,12,0.121594,0.696855,0.485874,0.790208,0.168113,0.645313,0.889022,0.85843,0.092549,0.536673,0.850451,0.961244,0.116663,0.688824,0.752302,0.898032,0.294439,0.475143,0.304851,0.663984
b2_s43,gz_drop3,gz_drop3,hazard,rs_h0.125_d2,H,2,0.490283,0.215184,C3a,3a,C,0,0,0,0.032708,0.152639,0.273513,0.269539,0.024176,0.100206,0.41288,0.454325,0.027711,0.161164,0.490283,0.356756,0.017619,0.169256,0.375185,0.322632,0.044331,0.097232,0.155368,0.366152
b2_s43,gz_drop3,gz_drop3,hazard,rs_h0.125_d5,H,3a,0.765816,0.392366,C3b,3b,C,0,1,6,0.087501,0.578898,0.388453,0.412201,0.079718,0.329949,0.482879,0.743168,0.106738,0.356377,0.590823,0.765816,0.071115,0.452033,0.568632,0.521257,0.223956,0.371012,0.252174,0.464616
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,extra_h0.3_d1.2,ctrl,1,0.841625,0.348915,D3b,3b,D,0,1,7,0.053177,0.283982,0.253496,0.538755,0.059992,0.240424,0.539756,0.649307,0.052823,0.287493,0.603664,0.697646,0.010179,0.223949,0.741017,0.841625,0.095636,0.203606,0.121564,0.480199
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d10,ctrl,3b,0.760138,0.372093,C3b,3b,C,1,1,6,0.068102,0.310924,0.449474,0.704598,0.099596,0.194672,0.363517,0.635981,0.13362,0.37375,0.649879,0.760138,0.047677,0.307236,0.558381,0.637184,0.199766,0.156896,0.349731,0.44073
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d2,ctrl,2,0.602937,0.278004,B3a,3a,B,0,1,4,0.052805,0.22778,0.318381,0.448501,0.026728,0.164039,0.602937,0.557939,0.034539,0.183608,0.541764,0.474574,0.019233,0.213518,0.56367,0.344998,0.066744,0.154786,0.138675,0.424864
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d5,ctrl,3a,0.822065,0.393912,C3b,3b,C,0,1,7,0.085688,0.438331,0.350574,0.522337,0.094877,0.279392,0.580385,0.738316,0.084247,0.235783,0.660022,0.822065,0.045306,0.403257,0.590121,0.791884,0.196536,0.323762,0.191335,0.444025
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d10,ctrl,3b,0.85022,0.389762,C3b,3b,C,1,1,6,0.057454,0.296691,0.379437,0.715088,0.110641,0.197936,0.404769,0.800817,0.087734,0.453563,0.649896,0.85022,0.038891,0.344567,0.576558,0.690602,0.180028,0.192988,0.354815,0.412542
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d2,ctrl,2,0.670086,0.308857,B3a,3a,B,0,1,5,0.069527,0.351392,0.241262,0.463797,0.041721,0.305109,0.670086,0.428072,0.050309,0.25706,0.520743,0.500432,0.019903,0.199187,0.513241,0.446752,0.086845,0.174857,0.219222,0.617631
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d5,ctrl,3a,0.962342,0.57192,C3b,3b,C,0,1,13,0.122909,0.711205,0.509251,0.824698,0.164555,0.616017,0.904066,0.869384,0.096811,0.544805,0.858764,0.962342,0.127105,0.688469,0.756509,0.913279,0.285149,0.463706,0.333665,0.685704
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d2,ctrl,2,0.490187,0.21516,C3a,3a,C,0,0,0,0.032704,0.152633,0.27345,0.269576,0.024174,0.100186,0.412793,0.454278,0.027707,0.161157,0.490187,0.356757,0.017621,0.169198,0.375123,0.322615,0.044325,0.097215,0.155357,0.366153
b2_s43,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d5,ctrl,3a,0.777927,0.402861,C3b,3b,C,0,1,6,0.089439,0.604652,0.409495,0.421358,0.083135,0.337873,0.488991,0.750927,0.112136,0.362987,0.606,0.777927,0.078074,0.46109,0.571021,0.541836,0.22292,0.395837,0.273798,0.467729
b2_s43,gz_drop4,gz_drop4,hazard,extra_h0.3_d1.2,V,1,0.719777,0.333295,C3b,3b,C,0,1,6,0.093291,0.289645,0.299699,0.312182,0.030658,0.323874,0.51132,0.613755,0.067657,0.166568,0.618788,0.719777,0.03833,0.279654,0.665702,0.641813,0.097433,0.328759,0.200704,0.366289
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d10,E,3b,0.611574,0.282113,C3b,3b,C,1,1,4,0.043242,0.218513,0.299513,0.429922,0.077427,0.190727,0.290535,0.528354,0.092941,0.219369,0.558989,0.611574,0.047467,0.308154,0.528142,0.428761,0.155173,0.148206,0.253952,0.211304
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d2,V,2,0.680529,0.296378,B3b,3b,B,0,1,6,0.04986,0.140169,0.269268,0.354234,0.03408,0.172202,0.508514,0.680529,0.029998,0.163329,0.517392,0.450008,0.020932,0.375009,0.571652,0.601842,0.0644,0.103109,0.257319,0.563704
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.3_d5,V,3a,0.595322,0.264823,B3b,3b,B,0,1,4,0.033232,0.287738,0.267551,0.254933,0.054092,0.166816,0.36434,0.595322,0.050631,0.165661,0.530534,0.573151,0.049835,0.267237,0.48753,0.510988,0.08573,0.190593,0.149598,0.210952
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d10,E,3b,0.746028,0.316399,C3b,3b,C,1,1,4,0.046629,0.18426,0.292787,0.454046,0.08692,0.182241,0.367541,0.670579,0.054579,0.35526,0.559363,0.746028,0.039854,0.355044,0.486012,0.560694,0.1869,0.181102,0.282045,0.236093
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d2,V,2,0.497611,0.213514,D3b,3b,D,0,0,0,0.033183,0.162742,0.259265,0.232203,0.019658,0.102047,0.281733,0.298631,0.021579,0.127419,0.434335,0.422018,0.034428,0.324475,0.497477,0.497611,0.048808,0.131439,0.174165,0.167068
b2_s43,gz_drop4,gz_drop4,hazard,preset_h0.9_d5,V,3a,0.893751,0.520649,C3b,3b,C,0,1,10,0.106852,0.608322,0.459629,0.628947,0.164989,0.660817,0.848219,0.742232,0.080484,0.499065,0.833535,0.893751,0.177509,0.641359,0.767225,0.754753,0.270722,0.474986,0.344487,0.455104
b2_s43,gz_drop4,gz_drop4,hazard,rs_h0.125_d2,V,2,0.511413,0.161918,C3b,3b,C,0,1,1,0.012367,0.076139,0.14481,0.285523,0.015965,0.05241,0.145382,0.418041,0.013659,0.086584,0.333361,0.511413,0.010963,0.117516,0.169571,0.379811,0.031849,0.036622,0.114169,0.282208
b2_s43,gz_drop4,gz_drop4,hazard,rs_h0.125_d5,E,3a,0.589683,0.279117,B3b,3b,B,0,1,1,0.053627,0.367038,0.303046,0.269362,0.047877,0.179597,0.296004,0.589683,0.075909,0.296214,0.446377,0.484522,0.073297,0.356756,0.44046,0.321388,0.15998,0.245134,0.259923,0.316153
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,extra_h0.3_d1.2,ctrl,1,0.771343,0.336943,D3b,3b,D,0,1,7,0.053337,0.244225,0.2951,0.444467,0.034932,0.287386,0.563945,0.622087,0.055047,0.195732,0.655859,0.657059,0.023036,0.246648,0.524632,0.771343,0.086288,0.194268,0.18172,0.601742
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d10,ctrl,3b,0.6851,0.323483,C3b,3b,C,1,1,5,0.046282,0.255172,0.384098,0.53666,0.090505,0.213227,0.379051,0.563441,0.13868,0.347168,0.57206,0.6851,0.050632,0.244128,0.562486,0.451771,0.173851,0.175898,0.295722,0.303729
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d2,ctrl,2,0.650582,0.309869,B3b,3b,B,0,1,4,0.051364,0.179718,0.376597,0.425618,0.028106,0.182908,0.567791,0.650582,0.03098,0.194983,0.62583,0.416248,0.024454,0.385721,0.497194,0.495435,0.071757,0.106179,0.257466,0.62845
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d5,ctrl,3a,0.654411,0.301853,C3b,3b,C,0,1,4,0.035029,0.33994,0.307353,0.334311,0.048101,0.162378,0.466431,0.639563,0.055797,0.196789,0.581988,0.654411,0.056428,0.284212,0.487548,0.599661,0.093631,0.239321,0.195205,0.25897
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d10,ctrl,3b,0.787126,0.351066,C3b,3b,C,1,1,6,0.043853,0.225765,0.339328,0.593837,0.113476,0.21736,0.425596,0.724726,0.084691,0.417995,0.582493,0.787126,0.042889,0.297316,0.557918,0.554891,0.191807,0.189825,0.315866,0.314563
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d2,ctrl,2,0.566351,0.250729,D3a,3a,D,0,1,1,0.020091,0.201025,0.312192,0.272329,0.025615,0.125651,0.499437,0.337865,0.022611,0.210564,0.495564,0.472325,0.022847,0.311036,0.566351,0.49494,0.058564,0.108559,0.107562,0.349444
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d5,ctrl,3a,0.911887,0.522469,C3b,3b,C,0,1,11,0.088107,0.586839,0.472632,0.696193,0.147625,0.584284,0.851081,0.802517,0.085599,0.500007,0.826187,0.911887,0.174043,0.618086,0.766342,0.795798,0.249445,0.439081,0.388512,0.465112
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d2,ctrl,2,0.58863,0.19124,C3b,3b,C,0,1,1,0.014843,0.083204,0.201727,0.312152,0.017688,0.057777,0.186336,0.472952,0.015221,0.099073,0.4299,0.58863,0.012302,0.164065,0.194141,0.457756,0.033066,0.050351,0.127581,0.30604
b2_s43,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d5,ctrl,3a,0.606474,0.327893,B3b,3b,B,0,1,3,0.053387,0.484458,0.353332,0.304805,0.06202,0.231185,0.35575,0.606474,0.101993,0.346192,0.515027,0.605688,0.104303,0.406576,0.486166,0.359692,0.175648,0.34114,0.333492,0.330538
b2_s44,gz_drop1,gz_drop1,hazard,extra_h0.3_d1.2,V,1,0.789804,0.122581,C3b,3b,C,0,1,2,0.008278,0.056114,0.015394,0.069791,0.002876,0.071644,0.170913,0.629073,0.003476,0.043757,0.157416,0.789804,0.003959,0.080927,0.082773,0.184353,0.009312,0.041354,0.015524,0.014877
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d10,V,3b,0.871468,0.149766,B3b,3b,B,1,1,2,0.000923,0.082305,0.195444,0.231203,0.000358,0.185031,0.648531,0.871468,0.000958,0.081436,0.239588,0.400873,0.001126,0.025055,0.002336,0.011688,0.002481,0.013042,0.000238,0.001236
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d2,V,2,0.889983,0.261709,D3b,3b,D,0,1,6,0.009154,0.007789,0.088996,0.117119,0.000344,0.019085,0.592234,0.857208,0.001943,0.012859,0.564792,0.884299,0.002044,0.073333,0.759893,0.889983,0.000725,0.06095,0.227951,0.063472
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.3_d5,V,3a,0.978756,0.137961,C3b,3b,C,0,1,3,0.000718,0.028714,0.185962,0.047618,0.000144,0.008075,0.617712,0.795335,0.000253,0.004636,0.054525,0.978756,0.00031,0.004588,0.003956,0.014276,0.000563,0.012483,0.000451,0.000152
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d10,V,3b,0.972641,0.24438,B3b,3b,B,1,1,4,0.001591,0.033148,0.105525,0.179585,0.001132,0.188233,0.837007,0.972641,0.000533,0.083901,0.938268,0.964209,0.001234,0.139082,0.138166,0.236153,0.003803,0.056831,0.002781,0.003771
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d2,V,2,0.650694,0.108648,B3b,3b,B,0,1,2,0.013549,0.040249,0.017739,0.040081,0.003184,0.076497,0.163084,0.650694,0.002916,0.075148,0.105912,0.568568,0.002623,0.089578,0.123314,0.1351,0.005319,0.046284,0.009913,0.003217
b2_s44,gz_drop1,gz_drop1,hazard,preset_h0.9_d5,V,3a,0.997827,0.208779,C3b,3b,C,0,1,3,0.001441,0.0731,0.097964,0.061116,0.000383,0.083808,0.925047,0.960666,0.001081,0.049159,0.302679,0.997827,0.001069,0.053555,0.117089,0.258413,0.001339,0.18128,0.007379,0.001193
b2_s44,gz_drop1,gz_drop1,hazard,rs_h0.125_d2,V,2,0.998543,0.274051,C3b,3b,C,0,1,6,0.003649,0.021341,0.628178,0.75909,0.000633,0.009138,0.895307,0.972114,0.002652,0.045792,0.214588,0.998543,0.001136,0.008985,0.229121,0.521649,0.000307,0.011222,0.050114,0.107452
b2_s44,gz_drop1,gz_drop1,hazard,rs_h0.125_d5,V,3a,0.281456,0.022807,B3b,3b,B,0,0,0,0.000227,0.002926,0.003516,0.017786,0.000165,0.000219,0.000979,0.281456,0.000419,9.4e-05,0.000172,0.145381,0.000106,9.7e-05,4.5e-05,0.001174,0.00042,0.000256,3.4e-05,0.000673
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,extra_h0.3_d1.2,ctrl,1,0.395442,0.048571,C3b,3b,C,0,0,0,0.009136,0.026247,0.016013,0.03868,0.003558,0.020233,0.03895,0.214549,0.005722,0.011465,0.033034,0.395442,0.002508,0.016751,0.023558,0.055229,0.008486,0.013863,0.018007,0.01998
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d10,ctrl,3b,0.574938,0.075966,B3b,3b,B,1,1,1,0.000924,0.046748,0.113932,0.110302,0.000391,0.06583,0.346153,0.574938,0.001289,0.038021,0.082071,0.104865,0.001241,0.013931,0.001034,0.004109,0.004467,0.008162,0.000178,0.000733
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d2,ctrl,2,0.250645,0.045024,B3a,3a,B,0,0,0,0.003125,0.003454,0.08071,0.043279,0.000169,0.001908,0.250645,0.087766,0.001797,0.000272,0.074369,0.129552,0.000742,0.001172,0.067141,0.086816,0.000292,0.001927,0.037879,0.027457
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d5,ctrl,3a,0.362154,0.025642,C3b,3b,C,0,0,0,0.000236,0.002308,0.008495,0.004043,6e-05,0.000471,0.049645,0.075643,0.000386,0.000371,0.004588,0.362154,0.000314,0.000139,0.000974,0.001415,0.000312,0.00091,0.000289,8.8e-05
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d10,ctrl,3b,0.977404,0.227445,C3b,3b,C,1,1,4,0.001354,0.0251,0.123217,0.110658,0.000531,0.089641,0.796189,0.972461,0.000709,0.040349,0.883698,0.977404,0.00079,0.062595,0.108404,0.292296,0.003279,0.053317,0.003252,0.003661
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d2,ctrl,2,0.382673,0.067076,B3b,3b,B,0,0,0,0.010243,0.021469,0.08062,0.11851,0.001541,0.030282,0.223947,0.382673,0.0012,0.011335,0.068766,0.315745,0.000455,0.01093,0.012205,0.02936,0.002585,0.007138,0.007723,0.004789
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d5,ctrl,3a,0.976331,0.127436,C3b,3b,C,0,1,3,0.000742,0.018424,0.019657,0.008422,0.000232,0.021558,0.514358,0.7469,0.000921,0.007107,0.088315,0.976331,0.000791,0.007077,0.024922,0.077621,0.000814,0.032792,0.001417,0.000311
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d2,ctrl,2,0.906749,0.104121,C3b,3b,C,0,1,1,0.000974,0.002627,0.063363,0.197915,0.000324,0.000392,0.292328,0.445362,0.00124,0.001083,0.023103,0.906749,0.000599,0.000262,0.019395,0.10498,0.000177,0.000737,0.007513,0.013289
b2_s44,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d5,ctrl,3a,0.036415,0.002801,B3b,3b,B,0,0,0,0.000182,0.00177,0.001616,0.005359,0.000282,0.000183,0.000343,0.036415,0.000475,8.5e-05,9.8e-05,0.007559,0.000232,6.4e-05,2.7e-05,0.000135,0.000464,0.000237,3.3e-05,0.000463
