model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cam_pitch,cam_yaw,cam_hfov,cam_d,cell_int_px
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0001.png::boost_e,scene15,off,C3b,17,C,3b,0.953352,-6.8068,-11.8299,63.9125,9.9013,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0001.png::boost_e,scene15,off,D3b,18,D,3b,0.82531,-6.8068,-11.8299,63.9125,9.9013,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0002.png::boost_e,scene15,off,C3b,17,C,3b,0.666389,-8.6096,-4.0107,63.6728,6.6026,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0002.png::boost_e,scene15,off,D3b,18,D,3b,0.611577,-8.6096,-4.0107,63.6728,6.6026,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0004.png::boost_e,scene15,off,C3b,17,C,3b,0.657994,-12.6937,-3.4861,58.1207,9.9583,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0004.png::boost_e,scene15,off,D3b,18,D,3b,0.599953,-12.6937,-3.4861,58.1207,9.9583,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,A2,5,A,2,0.549573,-5.4058,-7.3396,62.3314,9.8366,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,B2,6,B,2,0.535265,-5.4058,-7.3396,62.3314,9.8366,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,C2,7,C,2,0.536176,-5.4058,-7.3396,62.3314,9.8366,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,D2,8,D,2,0.503052,-5.4058,-7.3396,62.3314,9.8366,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,A2,5,A,2,0.529397,-5.1828,6.8137,59.5209,6.9519,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,D3a,13,D,3a,0.644079,-5.1828,6.8137,59.5209,6.9519,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,B3b,16,B,3b,0.746043,-5.1828,6.8137,59.5209,6.9519,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,C3b,17,C,3b,0.66975,-5.1828,6.8137,59.5209,6.9519,0
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,D3b,18,D,3b,0.572227,-5.1828,6.8137,59.5209,6.9519,0
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260821__0002.png::boost_e2,scene05,off,A3b,15,A,3b,0.501501,-15.7704,1.4372,61.5149,5.9617,0
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260821__0007.png::boost_e2,scene05,off,A3b,15,A,3b,0.887949,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260821__0007.png::boost_e2,scene05,off,B3b,16,B,3b,0.885139,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260821__0007.png::boost_e2,scene05,off,C3b,17,C,3b,0.553798,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260821__0007.png::boost_e2,scene05,off,D3b,18,D,3b,0.572517,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260821__0007.png::boost_e2,scene05,off,A3b,15,A,3b,0.761352,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260821__0007.png::boost_e2,scene05,off,B3b,16,B,3b,0.645093,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260821__0007.png::boost_e2,scene05,off,A3b,15,A,3b,0.899566,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260821__0007.png::boost_e2,scene05,off,B3b,16,B,3b,0.871931,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260821__0007.png::boost_e2,scene05,off,C3b,17,C,3b,0.508397,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260821__0007.png::boost_e2,scene05,off,D3b,18,D,3b,0.621615,-3.79,-2.1479,63.1629,5.4524,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0002.png::boost_e2,scene18,off,A3a,10,A,3a,0.518092,-8.9683,14.9838,61.9861,5.8493,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0002.png::boost_e2,scene18,off,C3a,12,C,3a,0.754428,-8.9683,14.9838,61.9861,5.8493,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0002.png::boost_e2,scene18,off,E3a,14,E,3a,0.891755,-8.9683,14.9838,61.9861,5.8493,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0003.png::boost_e2,scene18,off,D3a,13,D,3a,0.669543,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0003.png::boost_e2,scene18,off,E3a,14,E,3a,0.628222,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L0__s20260821__0003.png::boost_e2,scene18,off,A3b,15,A,3b,0.544379,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0001.png::boost_e2,scene18,off,C2,7,C,2,0.509381,-11.4302,-0.5328,63.721,4.691,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0002.png::boost_e2,scene18,off,E3a,14,E,3a,0.672571,-8.9683,14.9838,61.9861,5.8493,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0003.png::boost_e2,scene18,off,D3a,13,D,3a,0.780255,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0003.png::boost_e2,scene18,off,E3a,14,E,3a,0.664563,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0003.png::boost_e2,scene18,off,A3b,15,A,3b,0.816693,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260821__0003.png::boost_e2,scene18,off,B3b,16,B,3b,0.604639,-11.9451,-8.9088,61.9543,8.2439,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0000.png,scene07,V,A3a,10,A,3a,0.582245,-11.6469,5.5321,61.8564,4.6128,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0001.png,scene07,none_in_fov,B3a,11,B,3a,0.685769,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0001.png,scene07,none_in_fov,C3a,12,C,3a,0.598187,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0001.png,scene07,none_in_fov,B3b,16,B,3b,0.918369,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0001.png,scene07,none_in_fov,C3b,17,C,3b,0.962984,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L0__s20260819__0005.png,scene07,V,A3a,10,A,3a,0.669458,-9.3221,15.6943,62.9084,4.5788,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L5__s20260819__0001.png,scene07,none_in_fov,C3b,17,C,3b,0.934185,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L5__s20260819__0001.png,scene07,none_in_fov,D3b,18,D,3b,0.500302,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene07/L7__s20260819__0001.png,scene07,none_in_fov,C3b,17,C,3b,0.984452,-12.4971,7.4345,61.4783,11.6559,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L0__s20260819__0004.png,scene14,H,A3a,10,A,3a,0.864592,-9.4161,-17.2604,60.9456,8.4208,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L0__s20260819__0004.png,scene14,H,E3b,19,E,3b,0.537023,-9.4161,-17.2604,60.9456,8.4208,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L5__s20260819__0004.png,scene14,H,A3a,10,A,3a,0.94349,-9.4161,-17.2604,60.9456,8.4208,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L7__s20260819__0004.png,scene14,H,A3a,10,A,3a,0.900888,-9.4161,-17.2604,60.9456,8.4208,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L7__s20260819__0004.png,scene14,H,E3b,19,E,3b,0.929818,-9.4161,-17.2604,60.9456,8.4208,0
rgb,44,rgb_s44,ON_NEG,on/scene14/L7__s20260819__0005.png,scene14,V,E2,9,E,2,0.641886,-11.6875,3.1562,60.5808,4.4487,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0000.png,scene15,H,B3b,16,B,3b,0.829111,-6.6317,-4.2143,61.8616,9.9031,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,D2,8,D,2,0.540271,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,E2,9,E,2,0.634908,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,E3a,14,E,3a,0.501218,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.898314,-13.9162,-3.4361,63.7846,1.3693,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.823392,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.942589,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,C2,7,C,2,0.69423,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,D2,8,D,2,0.621139,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,C3a,12,C,3a,0.850532,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,D3a,13,D,3a,0.615551,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.785763,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0000.png,scene15,H,B3b,16,B,3b,0.519173,-6.6317,-4.2143,61.8616,9.9031,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0000.png,scene15,H,D3b,18,D,3b,0.510969,-6.6317,-4.2143,61.8616,9.9031,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,D2,8,D,2,0.533317,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,E2,9,E,2,0.588722,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0002.png,scene15,V,B3a,11,B,3a,0.628793,-8.4908,3.1991,65.8023,4.6673,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0002.png,scene15,V,B3b,16,B,3b,0.573542,-8.4908,3.1991,65.8023,4.6673,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,A3a,10,A,3a,0.668561,-13.9162,-3.4361,63.7846,1.3693,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.949556,-13.9162,-3.4361,63.7846,1.3693,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0004.png,scene15,V,B3b,16,B,3b,0.675972,-11.0394,5.5473,63.0915,5.5065,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.810314,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.84757,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.624468,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,D2,8,D,2,0.579404,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,E2,9,E,2,0.511764,-7.5218,-9.2458,61.8359,1.858,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0002.png,scene15,V,B3a,11,B,3a,0.542114,-8.4908,3.1991,65.8023,4.6673,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0002.png,scene15,V,B3b,16,B,3b,0.532968,-8.4908,3.1991,65.8023,4.6673,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,A3a,10,A,3a,0.657059,-13.9162,-3.4361,63.7846,1.3693,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.942791,-13.9162,-3.4361,63.7846,1.3693,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0004.png,scene15,V,B3b,16,B,3b,0.546346,-11.0394,5.5473,63.0915,5.5065,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,A3a,10,A,3a,0.568972,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.84319,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.918552,-12.9205,6.4099,63.9932,3.0224,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,C3a,12,C,3a,0.682195,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.734297,-9.1914,-18.2162,60.3765,2.2421,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0000.png,sceneC2,V,E3a,14,E,3a,0.513179,-3.8125,-12.3059,62.9162,2.4832,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.929143,-11.6494,-2.9872,60.6739,8.321,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0004.png,sceneC2,V,A3a,10,A,3a,0.867467,-13.5389,11.6475,61.7574,2.2154,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0005.png,sceneC2,V,A3a,10,A,3a,0.501597,-13.9053,-4.7076,63.4803,4.5522,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0006.png,sceneC2,V,A3a,10,A,3a,0.996864,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L2__s20260819__0006.png,sceneC2,V,E3a,14,E,3a,0.740434,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0000.png,sceneC2,V,E3a,14,E,3a,0.570921,-3.8125,-12.3059,62.9162,2.4832,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.949478,-11.6494,-2.9872,60.6739,8.321,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0004.png,sceneC2,V,A3a,10,A,3a,0.854939,-13.5389,11.6475,61.7574,2.2154,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0005.png,sceneC2,V,A3a,10,A,3a,0.549453,-13.9053,-4.7076,63.4803,4.5522,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0006.png,sceneC2,V,A3a,10,A,3a,0.998176,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L3__s20260819__0006.png,sceneC2,V,E3a,14,E,3a,0.826364,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0000.png,sceneC2,V,E3a,14,E,3a,0.646611,-3.8125,-12.3059,62.9162,2.4832,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.942891,-11.6494,-2.9872,60.6739,8.321,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0004.png,sceneC2,V,A3a,10,A,3a,0.808648,-13.5389,11.6475,61.7574,2.2154,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0005.png,sceneC2,V,A3a,10,A,3a,0.69191,-13.9053,-4.7076,63.4803,4.5522,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0006.png,sceneC2,V,B2,6,B,2,0.67284,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0006.png,sceneC2,V,C2,7,C,2,0.515293,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0006.png,sceneC2,V,A3a,10,A,3a,0.998785,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneC2/L7__s20260819__0006.png,sceneC2,V,E3a,14,E,3a,0.93558,-11.6055,-2.8331,61.0412,4.3157,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,B3a,11,B,3a,0.566631,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,C3a,12,C,3a,0.9476,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,D3a,13,D,3a,0.998373,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,B3b,16,B,3b,0.824903,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,C3b,17,C,3b,0.984181,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0001.png,sceneN3,none_in_fov,D3b,18,D,3b,0.947749,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,B3a,11,B,3a,0.517018,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,D3a,13,D,3a,0.981001,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,B3b,16,B,3b,0.856153,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,C3b,17,C,3b,0.98091,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,D3b,18,D,3b,0.935676,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0002.png,sceneN3,none_in_fov,E3b,19,E,3b,0.712215,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,A3a,10,A,3a,0.934996,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,B3a,11,B,3a,0.841693,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,D3a,13,D,3a,0.521323,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,A3b,15,A,3b,0.780484,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,B3b,16,B,3b,0.991243,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0005.png,sceneN3,none_in_fov,C3b,17,C,3b,0.936401,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0006.png,sceneN3,none_in_fov,D3a,13,D,3a,0.876521,-7.7849,2.4667,60.503,4.7311,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0006.png,sceneN3,none_in_fov,C3b,17,C,3b,0.859608,-7.7849,2.4667,60.503,4.7311,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0006.png,sceneN3,none_in_fov,D3b,18,D,3b,0.719327,-7.7849,2.4667,60.503,4.7311,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0007.png,sceneN3,none_in_fov,D3a,13,D,3a,0.580809,-12.6477,6.8749,62.3125,1.3919,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0007.png,sceneN3,none_in_fov,B3b,16,B,3b,0.54321,-12.6477,6.8749,62.3125,1.3919,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0007.png,sceneN3,none_in_fov,C3b,17,C,3b,0.714111,-12.6477,6.8749,62.3125,1.3919,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L0__s20260819__0007.png,sceneN3,none_in_fov,D3b,18,D,3b,0.838048,-12.6477,6.8749,62.3125,1.3919,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,A2,5,A,2,0.558728,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,B2,6,B,2,0.800614,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,C2,7,C,2,0.837906,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,D2,8,D,2,0.843493,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,E2,9,E,2,0.610334,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,C3a,12,C,3a,0.541106,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0000.png,sceneN3,none_in_fov,D3a,13,D,3a,0.73702,-16.2467,-6.5053,60.6518,9.1828,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0001.png,sceneN3,none_in_fov,B3a,11,B,3a,0.581705,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0001.png,sceneN3,none_in_fov,C3a,12,C,3a,0.850783,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0001.png,sceneN3,none_in_fov,D3a,13,D,3a,0.975352,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0001.png,sceneN3,none_in_fov,C3b,17,C,3b,0.714886,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0001.png,sceneN3,none_in_fov,D3b,18,D,3b,0.622787,-12.6534,1.5439,61.04,5.2884,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0002.png,sceneN3,none_in_fov,D3a,13,D,3a,0.847897,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0002.png,sceneN3,none_in_fov,B3b,16,B,3b,0.578856,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0002.png,sceneN3,none_in_fov,C3b,17,C,3b,0.958952,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0002.png,sceneN3,none_in_fov,D3b,18,D,3b,0.771796,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0002.png,sceneN3,none_in_fov,E3b,19,E,3b,0.701859,-13.1516,1.5693,63.1068,1.7608,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0004.png,sceneN3,none_in_fov,B3a,11,B,3a,0.623198,-7.3546,-7.2186,63.4074,8.0992,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0004.png,sceneN3,none_in_fov,C3b,17,C,3b,0.528076,-7.3546,-7.2186,63.4074,8.0992,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0005.png,sceneN3,none_in_fov,A3a,10,A,3a,0.627474,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0005.png,sceneN3,none_in_fov,A3b,15,A,3b,0.621482,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0005.png,sceneN3,none_in_fov,B3b,16,B,3b,0.93251,-12.2129,-14.4798,63.1796,2.2677,0
rgb,44,rgb_s44,ON_NEG,on/sceneN3/L5__s20260819__0005.png,sceneN3,none_in_fov,C3b,17,C,3b,0.839509,-12.2129,-14.4798,63.1796,2.2677,0
