model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cam_pitch,cam_yaw,cam_hfov,cam_d,cell_int_px
resnet50,43,resnet50_s43,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,D3b,18,D,3b,0.975712,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,B3a,11,B,3a,0.503529,-16.2467,-6.5053,60.6518,9.1828,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,C3a,12,C,3a,0.687754,-16.2467,-6.5053,60.6518,9.1828,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,B3a,11,B,3a,0.523346,-12.6534,1.5439,61.04,5.2884,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,C3a,12,C,3a,0.579388,-12.6534,1.5439,61.04,5.2884,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,B3a,11,B,3a,0.511399,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,C3a,12,C,3a,0.615876,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,C3b,17,C,3b,0.53207,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,B3a,11,B,3a,0.522138,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,C3a,12,C,3a,0.658728,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,B3a,11,B,3a,0.861508,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,C3a,12,C,3a,0.925482,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0001.png,sceneN3,off,C3b,17,C,3b,0.54738,-12.6534,1.5439,61.04,5.2884,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,C3b,17,C,3b,0.626768,-13.1516,1.5693,63.1068,1.7608,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0003.png,sceneN3,off,C3b,17,C,3b,0.71564,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0003.png,sceneN3,off,D3b,18,D,3b,0.616352,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,B3a,11,B,3a,0.503168,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0005.png,sceneN3,off,B3b,16,B,3b,0.613897,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0005.png,sceneN3,off,C3b,17,C,3b,0.769054,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0006.png,sceneN3,off,B3b,16,B,3b,0.607701,-7.7849,2.4667,60.503,4.7311,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0006.png,sceneN3,off,C3b,17,C,3b,0.853992,-7.7849,2.4667,60.503,4.7311,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L5__s20260819__0006.png,sceneN3,off,D3b,18,D,3b,0.672336,-7.7849,2.4667,60.503,4.7311,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0000.png,sceneN3,off,B3a,11,B,3a,0.76921,-16.2467,-6.5053,60.6518,9.1828,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0000.png,sceneN3,off,C3a,12,C,3a,0.900657,-16.2467,-6.5053,60.6518,9.1828,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0000.png,sceneN3,off,D3a,13,D,3a,0.734414,-16.2467,-6.5053,60.6518,9.1828,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0003.png,sceneN3,off,C3b,17,C,3b,0.686617,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0003.png,sceneN3,off,D3b,18,D,3b,0.610406,-9.3231,5.7221,62.1685,8.3724,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0004.png,sceneN3,off,B3a,11,B,3a,0.753227,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0004.png,sceneN3,off,C3a,12,C,3a,0.773239,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0005.png,sceneN3,off,B3a,11,B,3a,0.738106,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/sceneN3/L7__s20260819__0005.png,sceneN3,off,C3a,12,C,3a,0.803773,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,B2,6,B,2,0.630589,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,C2,7,C,2,0.609007,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,D2,8,D,2,0.614282,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,B3b,16,B,3b,0.722119,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,C3b,17,C,3b,0.755238,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_h,scene15,off,D3b,18,D,3b,0.678044,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0001.png::boost_h,scene15,off,C3b,17,C,3b,0.616494,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0001.png::boost_h,scene15,off,D3b,18,D,3b,0.647459,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0003.png::boost_h,scene15,off,D3b,18,D,3b,0.522619,-11.0902,-4.9586,63.1815,7.5147,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0004.png::boost_h,scene15,off,D3b,18,D,3b,0.604817,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0005.png::boost_h,scene15,off,C3b,17,C,3b,0.702699,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0005.png::boost_h,scene15,off,D3b,18,D,3b,0.664024,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_h,scene15,off,B3b,16,B,3b,0.559383,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_h,scene15,off,C3b,17,C,3b,0.832563,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_h,scene15,off,D3b,18,D,3b,0.810474,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0001.png::boost_h,scene15,off,C3b,17,C,3b,0.62118,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0001.png::boost_h,scene15,off,D3b,18,D,3b,0.611755,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0004.png::boost_h,scene15,off,D3b,18,D,3b,0.567281,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0005.png::boost_h,scene15,off,B3b,16,B,3b,0.534664,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0005.png::boost_h,scene15,off,C3b,17,C,3b,0.528008,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0006.png::boost_h,scene15,off,C3b,17,C,3b,0.665711,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0006.png::boost_h,scene15,off,D3b,18,D,3b,0.817126,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0001.png::boost_h,scene15,off,C3b,17,C,3b,0.619171,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0001.png::boost_h,scene15,off,D3b,18,D,3b,0.607032,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0002.png::boost_h,scene15,off,C3b,17,C,3b,0.501931,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0002.png::boost_h,scene15,off,D3b,18,D,3b,0.549574,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0003.png::boost_h,scene15,off,D3b,18,D,3b,0.526783,-11.0902,-4.9586,63.1815,7.5147,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0004.png::boost_h,scene15,off,D3b,18,D,3b,0.605403,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0005.png::boost_h,scene15,off,B3b,16,B,3b,0.729822,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0005.png::boost_h,scene15,off,C3b,17,C,3b,0.701368,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0006.png::boost_h,scene15,off,C3b,17,C,3b,0.763474,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0006.png::boost_h,scene15,off,D3b,18,D,3b,0.84012,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0007.png::boost_h,scene15,off,C3b,17,C,3b,0.520207,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,A3b,15,A,3b,0.635925,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,B3b,16,B,3b,0.928783,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,C3b,17,C,3b,0.95882,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,D3b,18,D,3b,0.686237,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0002.png::boost_e,scene05,off,C3b,17,C,3b,0.706942,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0006.png::boost_e,scene05,off,A3b,15,A,3b,0.533321,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0006.png::boost_e,scene05,off,B3b,16,B,3b,0.891619,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260820__0006.png::boost_e,scene05,off,C3b,17,C,3b,0.899584,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,B3b,16,B,3b,0.80099,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,C3b,17,C,3b,0.962846,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,D3b,18,D,3b,0.900559,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0002.png::boost_e,scene05,off,B3b,16,B,3b,0.846883,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0002.png::boost_e,scene05,off,C3b,17,C,3b,0.947324,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0004.png::boost_e,scene05,off,B3b,16,B,3b,0.611171,-6.9904,-7.3983,63.483,6.1605,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0004.png::boost_e,scene05,off,C3b,17,C,3b,0.810394,-6.9904,-7.3983,63.483,6.1605,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0005.png::boost_e,scene05,off,B3b,16,B,3b,0.7952,-9.9958,-4.8864,61.371,6.2772,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0005.png::boost_e,scene05,off,C3b,17,C,3b,0.868273,-9.9958,-4.8864,61.371,6.2772,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0005.png::boost_e,scene05,off,D3b,18,D,3b,0.565775,-9.9958,-4.8864,61.371,6.2772,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,A3b,15,A,3b,0.677794,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,B3b,16,B,3b,0.934846,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,C3b,17,C,3b,0.94908,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,D3b,18,D,3b,0.655853,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,B3b,16,B,3b,0.500737,-11.43,-6.2709,60.486,7.4493,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,C3b,17,C,3b,0.721282,-11.43,-6.2709,60.486,7.4493,0
resnet50,43,resnet50_s43,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,D3b,18,D,3b,0.585179,-11.43,-6.2709,60.486,7.4493,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0001.png::boost_e,scene05,off,B3b,16,B,3b,0.770821,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0001.png::boost_e,scene05,off,C3b,17,C,3b,0.854176,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0001.png::boost_e,scene05,off,D3b,18,D,3b,0.510478,-5.7189,0.3564,61.8831,9.8857,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0002.png::boost_e,scene05,off,C3b,17,C,3b,0.723666,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0006.png::boost_e,scene05,off,A3b,15,A,3b,0.572226,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0006.png::boost_e,scene05,off,B3b,16,B,3b,0.829626,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene05/L7__s20260820__0006.png::boost_e,scene05,off,C3b,17,C,3b,0.851592,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,43,resnet50_s43,OFF,off/scene07/L0__s20260820__0000.png::boost_e,scene07,off,D3b,18,D,3b,0.51007,-10.2409,14.1283,61.8254,9.3533,0
resnet50,43,resnet50_s43,OFF,off/scene07/L0__s20260820__0002.png::boost_e,scene07,off,C3b,17,C,3b,0.646542,-11.7844,-0.5026,59.071,6.034,0
resnet50,43,resnet50_s43,OFF,off/scene07/L0__s20260820__0002.png::boost_e,scene07,off,D3b,18,D,3b,0.689309,-11.7844,-0.5026,59.071,6.034,0
resnet50,43,resnet50_s43,OFF,off/scene07/L0__s20260820__0004.png::boost_e,scene07,off,C3b,17,C,3b,0.569457,-11.296,14.3304,62.4153,11.7361,0
resnet50,43,resnet50_s43,OFF,off/scene07/L0__s20260820__0004.png::boost_e,scene07,off,D3b,18,D,3b,0.555114,-11.296,14.3304,62.4153,11.7361,0
resnet50,43,resnet50_s43,OFF,off/scene07/L5__s20260820__0000.png::boost_e,scene07,off,D3b,18,D,3b,0.539908,-10.2409,14.1283,61.8254,9.3533,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,B2,6,B,2,0.581699,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,C2,7,C,2,0.565483,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,D2,8,D,2,0.560333,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,B3b,16,B,3b,0.765904,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,C3b,17,C,3b,0.805811,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0000.png::boost_e,scene15,off,D3b,18,D,3b,0.722286,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0001.png::boost_e,scene15,off,C3b,17,C,3b,0.756494,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0001.png::boost_e,scene15,off,D3b,18,D,3b,0.718611,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0002.png::boost_e,scene15,off,C3b,17,C,3b,0.517842,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0003.png::boost_e,scene15,off,C3b,17,C,3b,0.575758,-11.0902,-4.9586,63.1815,7.5147,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0003.png::boost_e,scene15,off,D3b,18,D,3b,0.566029,-11.0902,-4.9586,63.1815,7.5147,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0004.png::boost_e,scene15,off,C3b,17,C,3b,0.542637,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0004.png::boost_e,scene15,off,D3b,18,D,3b,0.629563,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0005.png::boost_e,scene15,off,C3b,17,C,3b,0.719513,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0005.png::boost_e,scene15,off,D3b,18,D,3b,0.707565,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_e,scene15,off,B3b,16,B,3b,0.610752,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_e,scene15,off,C3b,17,C,3b,0.867043,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0006.png::boost_e,scene15,off,D3b,18,D,3b,0.830935,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0007.png::boost_e,scene15,off,B3b,16,B,3b,0.583438,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L0__s20260820__0007.png::boost_e,scene15,off,C3b,17,C,3b,0.633087,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0000.png::boost_e,scene15,off,C3b,17,C,3b,0.528586,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0000.png::boost_e,scene15,off,D3b,18,D,3b,0.546845,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0001.png::boost_e,scene15,off,C3b,17,C,3b,0.727375,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0001.png::boost_e,scene15,off,D3b,18,D,3b,0.692731,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0002.png::boost_e,scene15,off,D3b,18,D,3b,0.60173,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0004.png::boost_e,scene15,off,D3b,18,D,3b,0.674277,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0005.png::boost_e,scene15,off,C3b,17,C,3b,0.502415,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0006.png::boost_e,scene15,off,C3b,17,C,3b,0.537151,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0006.png::boost_e,scene15,off,D3b,18,D,3b,0.70005,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0007.png::boost_e,scene15,off,C3b,17,C,3b,0.647965,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L4__s20260820__0007.png::boost_e,scene15,off,D3b,18,D,3b,0.53384,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0000.png::boost_e,scene15,off,C3b,17,C,3b,0.554756,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0000.png::boost_e,scene15,off,D3b,18,D,3b,0.562576,-13.637,-17.7914,62.7559,10.9914,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0001.png::boost_e,scene15,off,C3b,17,C,3b,0.731041,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0001.png::boost_e,scene15,off,D3b,18,D,3b,0.642929,-6.8068,-11.8299,63.9125,9.9013,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0002.png::boost_e,scene15,off,C3b,17,C,3b,0.617144,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0002.png::boost_e,scene15,off,D3b,18,D,3b,0.660496,-8.6096,-4.0107,63.6728,6.6026,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0003.png::boost_e,scene15,off,D3b,18,D,3b,0.504782,-11.0902,-4.9586,63.1815,7.5147,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0004.png::boost_e,scene15,off,C3b,17,C,3b,0.527757,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0004.png::boost_e,scene15,off,D3b,18,D,3b,0.607177,-12.6937,-3.4861,58.1207,9.9583,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,B3b,16,B,3b,0.695394,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,C3b,17,C,3b,0.710909,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0005.png::boost_e,scene15,off,D3b,18,D,3b,0.525055,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,C3b,17,C,3b,0.699305,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0006.png::boost_e,scene15,off,D3b,18,D,3b,0.750434,-5.1828,6.8137,59.5209,6.9519,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0007.png::boost_e,scene15,off,C2,7,C,2,0.505203,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0007.png::boost_e,scene15,off,B3b,16,B,3b,0.627506,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0007.png::boost_e,scene15,off,C3b,17,C,3b,0.726266,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene15/L7__s20260820__0007.png::boost_e,scene15,off,D3b,18,D,3b,0.511352,-9.4753,-12.4083,62.4936,8.3783,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0002.png::boost_e2,scene05,off,A3b,15,A,3b,0.646468,-15.7704,1.4372,61.5149,5.9617,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0002.png::boost_e2,scene05,off,B3b,16,B,3b,0.561745,-15.7704,1.4372,61.5149,5.9617,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0002.png::boost_e2,scene05,off,C3b,17,C,3b,0.777462,-15.7704,1.4372,61.5149,5.9617,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0002.png::boost_e2,scene05,off,D3b,18,D,3b,0.62948,-15.7704,1.4372,61.5149,5.9617,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0005.png::boost_e2,scene05,off,A3b,15,A,3b,0.625237,-4.1908,-7.725,63.2632,5.4495,0
resnet50,43,resnet50_s43,OFF,off/scene05/L0__s20260821__0005.png::boost_e2,scene05,off,B3b,16,B,3b,0.817371,-4.1908,-7.725,63.2632,5.4495,0
